name,latitude,longitude
Coat-Guégan,48.48047,-3.27369
Berchères-les-Pierres,48.38912,1.56204
Marsac (Dordogne),45.18594,0.66252
Cubzac-les-Ponts,44.9729,-0.45931
Malause,44.08877,0.97069
Aubie-St-Antoine,45.01511,-0.41968
St-Brice-sur-Vienne,45.87724,0.95292
Pont-Noblia,43.26788,-1.3448
Cavignac,45.10529,-0.38207
Golfech,44.11618,0.85382
St-Astier,45.13859,0.52249
Bussac,45.21155,-0.36804
Pouancé,47.74716,-1.17572
Argelès-Gazost,43.00702,-0.09395
La Jarrie,46.1213,-1.02607
Lafox,44.16477,0.69848
Montpon-Ménestérol,45.00621,0.1594
Manot,45.94853,0.62971
Civray-Ville,46.15039,0.28912
Tugeras-Chartuzac,45.35093,-0.40723
Colayrac,44.22776,0.55878
Combrée,47.7197,-1.02973
Escou,43.17548,-0.5434
St-Martin-Usson,46.22047,0.52968
Port-Ste-Marie,44.25056,0.38859
Jonzac,45.43869,-0.442
St-Jean-Froidmentel,47.95756,1.23076
Segré,47.67863,-0.86674
St-Médard-de-Guizières,45.01551,-0.04853
Chemazé,47.7888,-0.77907
Peyrilhac-St-Jouvent,45.95974,1.17018
Concarneau,47.87456,-3.91745
Maule,48.90906,1.85772
Mosnac-sur-Seugne,45.50553,-0.52662
Bouère,47.86861,-0.48685
Les Agets,47.86443,-0.42151
Vaulry,46.02459,1.10928
Besné-Pontchâteau,47.40598,-2.09494
St-Rivalain,47.9468,-3.06587
Soum-Pic-du-Jer,43.08877,-0.04661
Tonneins,44.3929,0.31417
St-Amand-de-Vendôme,47.69309,1.01186
St-Père-en-Retz,47.20818,-2.02535
Carquefou,47.27836,-1.49036
Marmagne,47.09955,2.28373
Pons,45.57809,-0.539
Fleure,46.46716,0.51964
Bonneval,48.1863,1.38613
Cerdon-du-Loiret,47.63463,2.35974
Montils-Colombiers,45.64907,-0.53378
Forges-d'Aunis,46.09989,-0.88284
Ste-Bazeille,44.53228,0.09317
Castelnau-Rivière-Basse,43.59739,-0.01753
Barcelonne-du-Gers,43.70406,-0.23434
Chazelles,45.64561,0.35834
Mignaloux-Nouaillé,46.52621,0.41172
Itxassou,43.32398,-1.39513
Argy,46.94238,1.43944
Gironde,44.58338,-0.09278
Champsac,45.69236,0.95229
St-Hilaire-de-Chaléons,47.1057,-1.86501
Écouflant,47.50372,-0.51977
Banyuls-sur-Mer,42.48262,3.12443
Mareil-sur-Mauldre,48.89384,1.87146
St-Macaire,44.56772,-0.23139
Blaye,45.12793,-0.66352
Jatxou,43.39122,-1.44465
Etsaut,42.91251,-0.5724
Romorantin,47.35671,1.7392
Pompadour,45.39519,1.38723
Chaniers,45.71734,-0.55651
Bedous,42.99526,-0.60394
Foëcy,47.17603,2.16206
Beynes,48.85938,1.87577
Châteaulin-Embranchement,48.2019,-4.09419
Dingé,48.35015,-1.68581
Barsac,44.60412,-0.32062
Chemere-Arthon,47.12545,-1.91184
Gurmençon,43.15707,-0.59288
Agonac,45.28648,0.74856
Saintes,45.74784,-0.61758
Sourdeval,48.72517,-0.9293
Gallardon-Pont,48.51822,1.6841
Alet-les-Bains,42.99724,2.25202
Thiviers,45.41899,0.92098
Méréville,48.31873,2.10402
Le Douhet-Écoyeux,45.81292,-0.56101
Beynac (Haute-Vienne),45.76967,1.18622
Arbanats,44.67438,-0.39566
Drefféac,47.48237,-2.05003
Laillé,47.97074,-1.74944
Surdon,48.66491,0.13415
Haut-de-Gan,43.17723,-0.42879
St-Médard-d'Eyrans,44.71592,-0.50461
Vendôme,47.80216,1.06768
Bègles,44.79977,-0.55534
Bordeaux-Passerelle,44.83397,-0.54995
La Rochefoucauld,45.74045,0.38971
Esvres,47.28412,0.78157
Asnières-la-Giraud,45.88831,-0.5288
St-Denis-du-Pin,45.99272,-0.51837
La Rabaterie,47.33194,0.66422
La Traverserie,45.61372,-0.88056
St-André-de-Lidon,45.5978,-0.75154
St-Martin-le-Beau,47.35489,0.90604
Mézin,44.05936,0.24884
Nogaro,43.75933,-0.02869
Parempuyre,44.94256,-0.61986
Vernantes,47.40074,0.04002
Bordeaux-Docks,44.86737,-0.57932
St-Savinien-sur-Charente,45.87584,-0.6779
Ancenis,47.36948,-1.17759
Noyant-Méon,47.50251,0.12038
Les Aix-d'Angillon,47.19571,2.58091
Le Tanchet-Lublé,47.52459,0.24606
Montrelais,47.38932,-0.96629
Pinsaguel,43.51242,1.38649
Champtocé-sur-Loire,47.41022,-0.86789
St-Hilaire-Peyroux,45.20657,1.66933
Cuzorn,44.5371,0.94374
Prat-et-Bonrepaux,43.03255,1.02702
Sireuil,45.60409,0.02099
Sauveterre-de-Béarn,43.39133,-0.9448
St-Même-les-Carrières,45.65567,-0.13293
Lasserre,44.06556,0.3671
Vianne,44.19808,0.31905
La Possonnière,47.37131,-0.69167
Mazères-sur-Salat,43.13067,0.97161
Chenu,47.61027,0.32578
Ur-les-Escaldes,42.45679,1.94077
Condat-le-Lardin,45.12674,1.22646
St-Avit,43.94554,-0.40337
Brouilla,42.57886,2.91238
Chahaignes,47.73331,0.51338
Casteljaloux,44.31418,0.0796
Les Eyzies,44.94107,1.00827
La Pointe-Bouchemaine,47.41699,-0.61783
Pouzay,47.08291,0.53756
Château-Renault,47.58834,0.90164
Lavenay,47.78768,0.71153
Trémolat,44.86231,0.83042
La Paperie,47.46247,-0.50568
Salses,42.83557,2.91746
Thenon,45.16015,1.06886
Rebouc,43.00116,0.37668
Salies-de-Béarn,43.47158,-0.93274
La Bohalle,47.43448,-0.40095
Savigny-sur-Braye (Centre),47.88194,0.79938
La Ménitré,47.39722,-0.27558
Marmande,44.50299,0.16766
Sargé-sur-Braye-Centre,47.91998,0.84327
Pontrieux,48.70561,-3.15667
Vayres,44.8966,-0.31614
Plougonver,48.45816,-3.37088
St-Aigulin-La Roche-Chalais,45.15735,-0.01927
St-Antoine-d'Auberoche,45.14285,0.94581
Niversac,45.13834,0.80839
Virollet-Croutelle,46.51676,0.27954
St-Clément-des-Levées,47.33669,-0.17924
Ste-Léocadie,42.44154,2.0112
Labarthe-Avezac,43.08199,0.36134
Estavar,42.46299,2.01925
Châteauneuf-sur-Loire,47.86874,2.22689
Ste-Solange,47.13876,2.54637
St-Antoine-Port-Ste-Foy,44.84392,0.17733
Mont-Louis-La Cabanasse,42.50197,2.11444
Saumur-Rive-Droite,47.26884,-0.07134
Jaunay-Clan,46.68231,0.38189
Cazouls-lès-Béziers,43.39134,3.10654
Agde,43.31759,3.46603
Vitry-aux-Loges,47.94632,2.26274
Ladon,48.00158,2.5417
Port-Boulet,47.24854,0.15488
Quillan,42.87366,2.18156
Ingrandes-sur-Vienne,46.87482,0.56952
Douzillac,45.07945,0.41701
St-Patrice,47.28571,0.30988
Linières-Bouton,47.46012,0.08284
La Chapelle-d'Ambès,45.00496,-0.54841
Bords,45.8947,-0.79885
Meigne-le-Vicomte,47.51965,0.18976
Lapouyade,45.07547,-0.28323
Bedenac,45.16853,-0.30561
Trentels-Ladignac,44.4431,0.88502
Château-la-Vallière,47.5509,0.3201
Arcachon,44.65857,-1.16472
Pornic,47.11455,-2.09737
Engenville,48.23636,2.2379
Allonnes-Boisville,48.32298,1.66925
St-Gaultier,46.63247,1.42896
St-Front-sur-Lémance,44.57426,0.9726
Chaumussay,46.87211,0.85564
Gensac-la-Pallue,45.65925,-0.25043
St-Maur-sur-Indre,46.8027,1.62711
Le Got,44.68226,1.01999
Le Buisson,44.84699,0.90801
Buzançais,46.88487,1.41841
Maisoncelle,48.25809,2.37962
St-Aubin-la-Bruère,47.6531,0.37655
Mortagne-au-Perche,48.50981,0.54898
Châtillon-sur-Indre,46.99214,1.17105
Dompierre-du-Chemin,48.26523,-1.14234
Marçon-Vouvray,47.7066,0.47587
Céret,42.49484,2.72797
La Chartre-sur-le-Loir,47.74047,0.58118
Pont-de-Braye,47.76997,0.69109
Mauzens-Miremont,44.97736,0.95684
Verneuil-sur-Avre,48.7428,0.92908
Avrilly,48.92649,1.15719
Breteuil,48.83163,0.92074
Bessé-sur-Braye,47.83022,0.74776
Mauzac,44.85543,0.78927
Fitou,42.89662,2.99919
Couze,44.83662,0.70288
Bergerac,44.8568,0.49034
Civray-de-Touraine,47.33138,1.04503
Thésée,47.32211,1.31223
Sargé-sur-Braye,47.91908,0.84279
Mondoubleau,47.98406,0.89155
La Grave-d'Ambarès-Gare-Supérieure,44.93478,-0.47179
Les Lacs,48.10883,-1.32274
St-Denis-de-Pile,44.97853,-0.19807
Gardonne,44.83467,0.33193
Port-Brillet,48.11052,-0.97405
La Genétouze,46.72142,-1.51373
St-Germain-du-Puy,47.09639,2.48442
Le Chatellier,48.67495,-0.58138
Torchamp,48.52976,-0.67872
Anché-Voulon,46.34962,0.2502
Ligugé,46.52214,0.33384
St-Antoine-de-Breuilh,44.84673,0.15171
Droué,48.04392,1.07262
Asnières-lès-Bourges,47.11869,2.41622
Bellegarde-Quiers,47.99498,2.44038
La Milesse-La Bazoge,48.08241,0.13722
Tillières,48.76064,1.05367
Nonancourt,48.77573,1.1925
Gujan-Mestras,44.6405,-1.06936
L'Hospitalet-près-d'Andorre,42.58826,1.79865
Mimbaste,43.6507,-0.97672
La Jonchère,45.99465,1.48063
Ste-Maure-Noyant,47.1112,0.577
La Ville-aux-Dames,47.38945,0.78703
Éguzon,46.44042,1.55202
Lamothe-Montravel,44.85383,0.02152
St-Laurent-des-Combes,44.8759,-0.13335
Couterne,48.51005,-0.41557
Arrou,48.09953,1.12851
Vouvray,47.39772,0.82156
Luant,46.73514,1.58966
Brou,48.21712,1.16151
Onzain,47.49187,1.18611
La Chaussée-St-Victor,47.6135,1.35503
Mer (Loir-et-Cher),47.70604,1.50625
Vendôme-Villiers-sur-Loir,47.82184,1.02035
Montierchaume,46.85013,1.79374
Irun,43.33764,-1.80364
La Bernerie,47.08352,-2.03484
Meung-sur-Loire,47.82998,1.69177
La Chapelle-St-Mesmin,47.89296,1.82675
Vendeuvre-Jort,48.97741,-0.08929
Artenay (Loiret),48.08096,1.88304
Illiers-Combray,48.30426,1.24491
Bailleau-le-Pin,48.36676,1.32474
Castelnaud-Fayrac,44.83259,1.13181
Bourgneuf-en-Retz,47.04686,-1.95531
Lucé,48.43695,1.45299
Ste-Lizaigne,47.00265,2.03008
St-Jean-de-Luz-Ciboure,43.38574,-1.6609
Biarritz,43.459,-1.54664
Salbris,47.42517,2.04758
Chartres,48.44881,1.48134
St-Germain-St-Rémy,48.75833,1.25759
Dreux,48.73122,1.37065
Chamarande,48.51466,2.21609
Montbizot,48.15141,0.19075
Ste-Pazanne,47.10509,-1.81432
Santeuil,48.39093,1.73034
Talais,45.46367,-1.06721
Pauillac,45.20311,-0.75688
Neuville-sur-Sarthe,48.07029,0.19967
St-Michel-sur-Orge,48.63535,2.30691
Soussans,45.05173,-0.71043
Macau,45.00316,-0.61924
Ouest-Ceinture,48.82887,2.30514
Berjou,48.86397,-0.4716
Ravezies,44.86663,-0.57741
Urcuit,43.49509,-1.35759
Ax-les-Thermes,42.72495,1.83376
Marchezais-Broué,48.76829,1.51351
Tulle,45.25797,1.75736
Palau-del-Vidre,42.57517,2.96719
St-Remy-du-Plan,48.34561,0.25798
Houdan,48.79605,1.60286
Cherance,48.2888,0.17191
Aubazine-St-Hilaire,45.18178,1.64182
Laigné-St-Gervais,47.87475,0.21646
Mayet,47.75949,0.26566
Mosnac (Charente),45.61739,-0.01743
Autevielle,43.4002,-0.97774
Jarnac-Charente,45.67129,-0.17792
La Rivière-de-Mansac,45.13976,1.3655
Tacoignières-Richebourg,48.82942,1.6687
Arreau,42.90743,0.36051
La Bachellerie,45.1512,1.16029
Sermaise,48.5355,2.06882
Surgères,46.11342,-0.76213
Frontenay-sur-Dive,46.8491,0.05111
Elne,42.59746,2.96304
Ondres,43.56885,-1.45716
Orgérus-Béhoust,48.82669,1.70262
Lancerf,48.76181,-3.11803
Frynaudour,48.72819,-3.12858
St-Pierre-d'Amilly,46.17061,-0.69697
Domanova-Rodes,42.65153,2.55193
Trogues,47.10742,0.49997
Vèbre,42.7739,1.71918
Bois-de-Céné,46.93789,-1.86625
Senonches,48.55999,1.03017
Ajat,45.16478,1.01241
Hèches,43.02243,0.37532
Plouigneau,48.56464,-3.71084
St-Vincent-de-Tyrosse,43.65755,-1.30669
Pontrieux-Halte,48.69803,-3.16434
Le Pénity,48.36421,-3.47665
Arveyres,44.88813,-0.28089
Les Mais,48.42639,-3.38287
Pontorson-Mont-St-Michel,48.55216,-1.5068
Villeneuve-d'Ingré,47.93417,1.83539
Pont-Melvez,48.47011,-3.31156
Parcoul-Médillac,45.22086,0.02388
Milhac-d'Auberoche,45.129,0.91792
Périgueux-St-Georges,45.17829,0.73356
Mouthiers (Charente),45.55358,0.12235
Lannemezan,43.11381,0.38771
Moustéru,48.50767,-3.24302
Folligny,48.82891,-1.40588
St-Saviol,46.14715,0.21788
St-Denis-Jargeau,47.87388,2.1293
La Cave,45.18386,0.62774
Paray-Douaville,48.47754,1.85216
Châteaudun,48.07341,1.33843
Grand-Pont-Preuilly,46.63429,0.35971
Garancières-la-Queue,48.81042,1.76458
Bidarray,43.27533,-1.35069
Dissay (Vienne),46.70373,0.42113
St-Lô,49.11591,-1.10105
St-Léon-sur-l'Isle,45.12326,0.4924
Fay-aux-Loges,47.92971,2.13558
Boo-Silhen,43.02444,-0.07151
Montfort-l'Amaury-Mère,48.80281,1.81555
St-Ustre,46.89103,0.58093
Mussidan,45.03455,0.35395
Connerré-Beillé,48.07402,0.48737
Soubie,45.00763,0.06774
Cloyes,47.99225,1.2434
Villiers-Neauphle-Pontchartrain,48.81542,1.87758
La Boissière,47.9183,-3.90431
Hémonstoir-St-Gonnery,48.14716,-2.82484
St-Méen,48.18773,-2.18322
Plaisir-Grignon,48.83217,1.94314
Plaisir-Les Clayes,48.83108,1.95996
Villepreux-les-Clayes,48.82384,1.99305
Saujon,45.66698,-0.93051
St-Aubin-St-Luperce,48.44773,1.33168
Fontenay-le-Fleury,48.80714,2.041
Arudy,43.10354,-0.43454
Jouy,48.5106,1.55797
Gaël,48.13048,-2.21697
Mehun-sur-Yèvre,47.13898,2.20723
Savigny-en-Septaine,47.04948,2.58331
Guillerval,48.37527,2.06078
Gault-St-Denis,48.23438,1.4951
Marthon,45.61803,0.44377
Chambon,46.10794,-0.84231
La Grève,45.77007,-1.13572
Excideuil (Dordogne),45.33961,1.0523
Cambo-les-Bains,43.36522,-1.39618
Champagnac,45.71928,0.89696
St-Cyr,48.79895,2.073
Ste-Pazanne,47.10197,-1.81819
Bouray,48.53331,2.29039
Coignières,48.74388,1.9216
Forges-d'Abel,42.82952,-0.55907
Trappes-Marchandises,48.76964,1.99138
Villeneuve-le-Roi,48.73958,2.42641
Rochechouart,45.8301,0.82895
Rivière,43.6767,-1.14484
Le Burg,45.21628,1.42969
Les Ardoines,48.78426,2.40925
Lescun-Cette-Eygun,42.94022,-0.60257
Basta-les-Forges,43.76829,-1.00302
Lubersac,45.44453,1.38887
Clécy-Bourg,48.92756,-0.48307
Loures-Barbazan,43.02111,0.61046
Nonant-le-Pin,48.70365,0.21991
Villeneuve-la-Comtesse,46.09815,-0.51322
Campbon,47.41795,-1.9593
Tonnay-Charente,45.94338,-0.89777
Behereharta,43.45155,-1.47301
Beauvoir-sur-Niort,46.1764,-0.46988
Le Merlerault,48.70242,0.28352
La Souys,44.82984,-0.52864
Ste-Livrade-sur-Lot,44.39561,0.59183
La Norville-St-Germain-lès-Arpajon,48.59185,2.26738
Ambrières-Centre,48.40004,-0.62147
Chabanais,45.87255,0.71681
Notre-Dame-de-Riez,46.74931,-1.90555
Aixe-sur-Vienne,45.79602,1.14679
St-Savin-de-Blaye,45.14643,-0.43798
Neuville-aux-Bois,48.0681,2.0592
Fors,46.23403,-0.4066
St-Clair,44.69876,1.36033
Échiré,46.38695,-0.40513
Lamothe-Fénelon,44.83122,1.4097
Souillac,44.90233,1.46523
Brive-la-Gaillarde,45.14856,1.53559
Champdeniers-St-Christophe,46.4649,-0.36962
Coëx,46.70147,-1.74239
Planches,48.70626,0.35952
Mont-de-Marsan,43.88473,-0.50424
Masseret,45.53636,1.54168
Glanges,45.67245,1.41044
Martigné,48.18735,-0.63742
St-Pardoux,46.56739,-0.28786
Solignac-Le Vigen,45.75703,1.28401
Bayonne-Allées-Marines,43.49748,-1.48376
Gourge,46.73322,-0.21013
Gennes-Longuefuye,47.87316,-0.61947
Argenton-sur-Creuse,46.59238,1.51871
St-Hilaire-la-Gravelle,47.923,1.20635
Lonray,48.45215,0.04024
Ste-Gauburge,48.71728,0.42811
Airvault-Gare,46.80694,-0.14569
St-Varent,46.88873,-0.22383
Thouars,46.98501,-0.20777
St-Hilaire-Beaufai,48.7354,0.49522
Bellac,46.12592,1.04664
Montreuil-Bellay,47.12577,-0.14828
Bessines,46.12636,1.37648
Rai-Aube,48.74373,0.55413
Chacé-Varrains,47.21783,-0.06808
Sées,48.60015,0.16615
Saincaize,46.93214,3.07147
Pannecé-Riaillé,47.43228,-1.33441
Liglet,46.51621,1.05009
Saumur-Rive-Droite,47.26925,-0.07197
L'Aigle,48.76669,0.62075
Piacé-St-Germain,48.2615,0.08183
Commequiers,46.76084,-1.84757
Freigné,47.48858,-1.25823
Monsempron-Libos,44.48676,0.9414
St-Martin-d'Écublei,48.7795,0.69049
Gaillan,45.31936,-0.96956
Laroque,44.28801,0.75008
St-Germain-d'Esteuil,45.27457,-0.89083
Le Vieux-Briollay,47.57343,-0.48294
Blou-St-Philbert,47.36674,-0.04319
Chabris,47.25553,1.64618
Étriché-Châteauneuf,47.65682,-0.46063
Morcenx,44.03408,-0.90857
Bourth,48.76564,0.80453
Salbris,47.42534,2.04792
St-Paul-de-Fenouillet,42.81209,2.50583
St-Georges-Étival,47.95835,0.11193
Blanquefort,44.91681,-0.62334
Noyant-la-Gravoyère,47.69748,-0.96033
Ogeu-les-Bains,43.15385,-0.50781
Couzeix-Chaptelat,45.89254,1.24748
La Ferrière-de-Flée,47.73045,-0.83809
Château-Gontier,47.83127,-0.69496
Thouron,45.98393,1.16744
Grez-en-Bouère,47.87929,-0.52469
Les Agets-St-Brice,47.86636,-0.43001
Blond-Berneuil,46.06384,1.07546
Trouville-Deauville,49.35313,0.0885
Châteauponsac,46.13819,1.27729
Doulon,47.22748,-1.51822
Lathus,46.33873,0.96417
Lussac-les-Châteaux,46.40519,0.719
St-Mars-du-Désert,47.33715,-1.45318
Ligné,47.35822,-1.399
Nieuil-l'Espoir,46.49778,0.46039
Villemurlin,47.694,2.36083
St-Mars-la-Jaille,47.45841,-1.28574
Cande,47.51868,-1.21189
Riscle,43.65252,-0.08475
Aire-sur-l'Adour,43.70732,-0.25656
Angrie-Loire,47.52908,-1.15197
Concremiers,46.60002,1.00536
Chauvigny,46.57165,0.63347
Buzançais,46.88519,1.41832
Angers-Maître-École,47.46688,-0.53266
Juscop,46.95831,1.43271
Heugnes,47.02007,1.40845
St-Sylvain-Briollay,47.54477,-0.48824
Port-Vendres-Ville,42.51338,3.1024
Tiercé,47.61793,-0.46922
Blonville-sur-Mer-Benerville,49.33113,0.03447
Luçay-le-Mâle,47.13327,1.43638
Gièvres,47.27917,1.66856
Le Porage,47.68605,-0.43772
Pruniers,47.31362,1.67253
Morannes,47.73882,-0.41816
Ustaritz,43.40467,-1.44879
Sablé,47.84206,-0.342
Avoise,47.87273,-0.2023
Faubourg-d'Orléans,47.36701,1.74134
Loreux,47.39036,1.83505
La Suze,47.89245,0.02692
Caudiès,42.8111,2.37132
Le Mans,47.99516,0.19342
Plouénan,48.64115,-3.97039
Lannion,48.72699,-3.46063
Tarascon-sur-Ariège,42.84944,1.60005
Vierzon-Forges,47.2093,2.10058
Villers-sur-Mer,49.31624,0.01018
St-Malo,48.64703,-2.00693
St-Médard-sur-Ille,48.27353,-1.66656
Sermaises-du-Loiret,48.29325,2.20813
Gien,47.69888,2.63676
Gazinet-Cestas,44.77219,-0.69915
Mortain-Le Neufbourg,48.66251,-0.94423
Scoury,46.63497,1.28476
Ruffec-le-Château,46.62853,1.15727
Tournon-St-Martin,46.73632,0.95851
Le Grand-Pressigny,46.92024,0.79338
Abilly,46.9384,0.72423
Talence-Médoquine,44.81687,-0.59894
Niherne,46.82826,1.55826
Les Maures,48.74999,-0.87502
Limoux,43.05646,2.22302
Palluau-St-Genou,46.9287,1.32753
Manchecourt,48.22725,2.34771
Saclas-St-Cyr,48.35954,2.13019
Mauco-Benquet,43.83342,-0.53473
St-Germain-de-Tallevende,48.79703,-0.90954
Fléré-la-Rivière,47.02141,1.10883
Fougères,48.35031,-1.19448
Houlgate,49.30018,-0.07831
Gan,43.23427,-0.39149
Châtillon-en-Vendelais,48.22644,-1.18239
Dives-sur-Mer-Port-Guillaume,49.29095,-0.101
Balazé,48.17539,-1.21039
Verneuil-St-Germain,47.07707,1.0567
Chambourg,47.18165,0.96542
Veigné,47.2915,0.73444
La Douzillère,47.33866,0.653
Veretz-Montlouis,47.37144,0.81967
Cozes,45.58642,-0.83304
Dierre,47.34747,0.94281
Chenonceaux-Chisseaux,47.3306,1.06596
Dives-Cabourg,49.28676,-0.10759
Chissay-en-Touraine,47.335,1.13485
St-Aignan-Noyers,47.28679,1.3839
Châtillon-sur-Cher,47.29351,1.48582
Villefranche-sur-Cher,47.29503,1.76734
Honfleur (IE),49.42088,0.26645
Aizenay,46.73889,-1.60322
Châtres (Loir-et-Cher),47.26328,1.91135
Domfront (Orne),48.58956,-0.66223
Ceaucé,48.49459,-0.64782
St-Fraimbault-de-Prières,48.34529,-0.56567
Albias,44.09192,1.4448
Borredon,44.20408,1.55013
Cieurac (Lot),44.36428,1.49509
Loury-Rebréchien,47.99332,2.054
St-Denis-Catus,44.56081,1.38596
Gourdon,44.7418,1.38955
La Chapelle-de-Mareuil,44.86924,1.41029
Gignac-Cressensac,45.01473,1.48325
Ussac,45.18539,1.49551
Donzenac,45.22551,1.50202
Le Teich,44.6322,-1.02552
St-Maixent-sur-Vie,46.7467,-1.80104
Vigeois,45.38298,1.51549
St-Martin-d'Oney,43.92988,-0.6515
La Porcherie,45.57457,1.53745
Pierre-Buffière,45.69932,1.34737
Mayenne,48.29872,-0.61112
Chattemoue,48.41357,-0.31174
Lonlay-le-Tesson,48.64315,-0.35038
Limoges-Bénédictins,45.83722,1.26901
Bagnoles-de-l'Orne-Tessé-la-Madeleine,48.55865,-0.41387
Mérens-les-Vals,42.65847,1.83671
Le Palais,45.88479,1.34412
Marracq,43.49355,-1.49121
Oisème,48.47342,1.53158
St-Sulpice-Laurière,46.04665,1.47592
Fromental,46.17131,1.43245
Celon,46.51731,1.50345
Neuilly-St-Ouen,48.49067,-0.36384
Chabenet,46.62656,1.50786
St-Aignan-de-Couptrain,48.47253,-0.29926
La Lacelle,48.47425,-0.12825
Châteauroux,46.80866,1.69794
Massy-TGV,48.72798,2.2641
Neuvy-Pailloux,46.88223,1.86189
Hendaye,43.35314,-1.78211
Ygos,43.97828,-0.73633
Mézidon,49.07081,-0.07626
Couliboeuf,48.92357,-0.09849
Fresné-la-Mère,48.89001,-0.12456
Diou (Indre),47.04385,2.03379
Montabard,48.81667,-0.09708
Chéry-Lury,47.12287,2.0486
Nouan-le-Fuzelier,47.5339,2.03275
Almenêches,48.68603,0.0953
Vingt-Hanaps,48.52095,0.14466
Le Guetin,46.93709,3.05693
Lamotte-Beuvron,47.59363,2.02221
Alençon,48.43382,0.09909
Bourg-le-Roi,48.34952,0.12797
St-Cyr-en-Val,47.81907,1.94743
Vivoin-Beaumont,48.23019,0.14476
Soullans,46.79156,-1.88941
Maresché,48.19859,0.18055
La Guierche,48.1141,0.19309
La Pointe-de-Grave,45.56605,-1.06567
St-Vivien,45.42576,-1.04152
Lesparre,45.30292,-0.94435
Vertheuil,45.25262,-0.82683
St-Laurent-St-Julien,45.15536,-0.78465
Honfleur,49.42088,0.26645
Fresnay-sur-Sarthe,48.2824,0.03096
Margaux,45.03528,-0.68389
La Rivière-St-Sauveur,49.40588,0.27387
Montaut (Landes),43.74443,-0.65638
Ludon,44.97375,-0.61191
Quetteville,49.3439,0.31717
Ségrie-Vernie,48.20483,0.03052
St-Rémy-les-Chevreuses,48.70278,2.07125
Bruges,44.8853,-0.60857
Villaines-Vezot,48.36145,0.2899
Le Bec-d'Ambès,45.02263,-0.57999
Bassens-Ville,44.92514,-0.51027
Cavignac,45.10529,-0.38208
Clérac-Charente,45.19113,-0.22575
Le Castelet,42.73633,1.79798
Chevanceaux,45.29422,-0.23771
La Teste,44.63717,-1.1429
Les Mées,48.32005,0.23052
Barbezieux,45.47376,-0.14686
Châteauneuf-sur-Charente,45.59997,-0.0502
Escos-Labastide,43.44175,-0.99489
Bourg (Charente),45.65808,-0.21844
Cognac,45.68445,-0.32617
Sarrance,43.04981,-0.59969
Paris-Austerlitz,48.8405,2.36704
Malestroit,47.8079,-2.40304
St-Julien-le-Vendômois,45.46889,1.34086
Pont-de-Buis,48.25435,-4.08628
Chancelade,45.21765,0.66789
Châteaulin-Ville,48.20161,-4.09442
St-Quentin-en-Yvelines,48.78712,2.04387
Rion-des-Landes,43.91904,-0.91718
Tours,47.38823,0.69472
Domaine de l'Amirauté,49.34005,0.09911
Clamart,48.81402,2.27254
Brandérion,47.78236,-3.19508
Bidos,43.18094,-0.6085
Ligueux,45.31295,0.80024
Labouheyre,44.21102,-0.92135
Caudos,44.54549,-0.99107
Montrouge-Châtillon,48.80675,2.30263
Couffoulens-Leuc,43.15529,2.31701
Mavaleix,45.50625,0.95158
Nexon,45.69163,1.178
La Vraie-Croix,47.69338,-2.54586
La Haye-du-Puits,49.29517,-1.54652
Château-du-Loir,47.68305,0.41582
Croix-d'Hins,44.70966,-0.8159
Sévérac,47.54973,-2.07267
L'Aiguille,45.7788,1.20681
Pontchâteau,47.4352,-2.08822
Canapville-St-Martin,49.31293,0.14114
Auvers (Manche),49.30215,-1.28876
Chaillevette,45.7307,-1.0724
Pezou,47.86723,1.14071
La Poterie,48.09209,-1.63076
Pont-l'Évêque,49.28704,0.19199
Noyal-sur-Brutz,47.75987,-1.338
La Membrolle-sur-Choisille,47.43184,0.64132
Taponnat,45.77315,0.40411
Prin-Deyrançon,46.21901,-0.63646
St-Féliu-d'Avall,42.67926,2.72972
Campagne,42.91677,2.20538
Fierville-les-Parcs,49.25033,0.2187
Châteaubriant,47.71701,-1.37139
Le Breuil-en-Auge,49.2305,0.2225
St-Jean-Pied-de-Port,43.16806,-1.23884
La Chapelle-Vendômoise,47.67253,1.2443
Gémozac,45.57337,-0.673
Rougé,47.78363,-1.45551
La Selle-Craonnaise,47.83913,-0.95724
Bouaye,47.1378,-1.67983
Le Grand-Jardin,49.15031,0.22722
Craon,47.85999,-0.90432
Bouvron,47.4289,-1.83673
Villetrun-Coulommiers,47.7856,1.14533
Roumazières-Loubert,45.88935,0.57881
Civry-St-Cloud,48.06586,1.47945
St-Gilles-Croix-de-Vie,46.69678,-1.94247
Rochefort,45.94741,-0.96379
Montviron-Sartilly,48.73975,-1.42085
Louisfert,47.68255,-1.44253
Beaulieu-Le Coudray,48.4259,1.51448
Auneau,48.44618,1.78042
Saillat-Chassenon,45.86984,0.81209
St-Victurnien,45.87662,1.00868
Mutrécy,49.0842,-0.42422
Limoges-Montjovis,45.83847,1.25149
La Meauffe,49.18344,-1.10071
Châteaubriant,47.71701,-1.37139
Vergonnes,47.7287,-1.08511
Aigrefeuille-Le Thou,46.09383,-0.95222
Roumazières-Loubert,45.88935,0.57881
Charroux,46.14923,0.40294
Lisieux,49.13829,0.2315
Beaugency,47.77825,1.62572
Saujon,45.66728,-0.93026
Feuguerolles-St-André,49.11407,-0.38887
Pisany,45.69553,-0.78681
St-Ay,47.8632,1.75015
